========================================
     INFORME COMPLETO ICE CREAM         
     Fecha: 2026-05-14T16:38:38.195156200
========================================

--- ALMACEN (16 helados) ---
• coconut | Sabor: coco | Precio: $4000.0 | Unidades: 12
• Fecha: 2025-03-12T00:00 | Vendedor: dilan | Total: $15000.0 | Pago: tarjeta
• Fecha: 2025-03-12T00:00 | Vendedor: dilan | Total: $38700.0 | Pago: tarjeta
• Fecha: 2025-03-12T00:00 | Vendedor: paquito | Total: $34200.0 | Pago: tarjeta
• Fecha: 2025-03-12T00:00 | Vendedor: paquito | Total: $17700.0 | Pago: tarjeta
• Fecha: 2025-03-12T00:00 | Vendedor: paquito | Total: $31000.0 | Pago: efectivo
• Fecha: 2025-03-12T00:00 | Vendedor: juan | Total: $6000.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: jean | Total: $10300.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: oscar | Total: $37900.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: oscar | Total: $5300.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: dilan | Total: $17600.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: oscar | Total: $21300.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: paquito | Total: $42900.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: jean | Total: $34000.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: dilan | Total: $26100.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: paquito | Total: $14500.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: paquito | Total: $10100.0 | Pago: efectivo
• Fecha: 2025-03-11T00:00 | Vendedor: paquito | Total: $2600.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: jean | Total: $11000.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: oscar | Total: $39200.0 | Pago: tarjeta
• Fecha: 2025-03-11T00:00 | Vendedor: dilan | Total: $24100.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: dilan | Total: $15500.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: dilan | Total: $38200.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: oscar | Total: $18100.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: dilan | Total: $20900.0 | Pago: efectivo
• Fecha: 2025-03-10T00:00 | Vendedor: paquito | Total: $4500.0 | Pago: efectivo
• Fecha: 2025-03-10T00:00 | Vendedor: oscar | Total: $22000.0 | Pago: efectivo
• Fecha: 2025-03-10T00:00 | Vendedor: jean | Total: $13400.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: dilan | Total: $10800.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: paquito | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-03-10T00:00 | Vendedor: juan | Total: $17500.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: oscar | Total: $38600.0 | Pago: efectivo
• Fecha: 2025-03-10T00:00 | Vendedor: dilan | Total: $45900.0 | Pago: tarjeta
• Fecha: 2025-03-10T00:00 | Vendedor: jean | Total: $21900.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: juan | Total: $11800.0 | Pago: efectivo
• Fecha: 2025-03-09T00:00 | Vendedor: oscar | Total: $44300.0 | Pago: efectivo
• Fecha: 2025-03-09T00:00 | Vendedor: jean | Total: $15300.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: paquito | Total: $45500.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: dilan | Total: $7000.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: paquito | Total: $7500.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: juan | Total: $13500.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: paquito | Total: $14700.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: oscar | Total: $35400.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: paquito | Total: $8800.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: dilan | Total: $14500.0 | Pago: efectivo
• Fecha: 2025-03-09T00:00 | Vendedor: jean | Total: $27500.0 | Pago: efectivo
• Fecha: 2025-03-09T00:00 | Vendedor: paquito | Total: $49500.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: juan | Total: $27500.0 | Pago: efectivo
• Fecha: 2025-03-09T00:00 | Vendedor: oscar | Total: $16000.0 | Pago: tarjeta
• Fecha: 2025-03-09T00:00 | Vendedor: juan | Total: $12700.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: paquito | Total: $2800.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: paquito | Total: $54300.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: jean | Total: $58500.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: jean | Total: $17700.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: juan | Total: $11400.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: paquito | Total: $21300.0 | Pago: efectivo
• Fecha: 2025-03-08T00:00 | Vendedor: oscar | Total: $14500.0 | Pago: efectivo
• Fecha: 2025-03-08T00:00 | Vendedor: oscar | Total: $28000.0 | Pago: tarjeta
• Fecha: 2025-03-08T00:00 | Vendedor: juan | Total: $29500.0 | Pago: efectivo
• Fecha: 2025-03-08T00:00 | Vendedor: juan | Total: $19300.0 | Pago: efectivo
• Fecha: 2025-03-07T00:00 | Vendedor: juan | Total: $14600.0 | Pago: tarjeta
• Fecha: 2025-03-07T00:00 | Vendedor: oscar | Total: $42200.0 | Pago: efectivo
• Fecha: 2025-03-07T00:00 | Vendedor: jean | Total: $25000.0 | Pago: tarjeta
• Fecha: 2025-03-07T00:00 | Vendedor: juan | Total: $11500.0 | Pago: tarjeta
• Fecha: 2025-03-07T00:00 | Vendedor: paquito | Total: $7800.0 | Pago: efectivo
• Fecha: 2025-03-07T00:00 | Vendedor: paquito | Total: $20800.0 | Pago: efectivo
• Fecha: 2025-03-07T00:00 | Vendedor: paquito | Total: $8400.0 | Pago: tarjeta
• Fecha: 2025-03-07T00:00 | Vendedor: jean | Total: $31600.0 | Pago: efectivo
• Fecha: 2025-03-07T00:00 | Vendedor: dilan | Total: $8600.0 | Pago: efectivo
• Fecha: 2025-03-06T00:00 | Vendedor: paquito | Total: $7000.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: dilan | Total: $30900.0 | Pago: efectivo
• Fecha: 2025-03-06T00:00 | Vendedor: juan | Total: $7300.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: juan | Total: $30200.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: dilan | Total: $13200.0 | Pago: efectivo
• Fecha: 2025-03-06T00:00 | Vendedor: jean | Total: $36500.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: jean | Total: $13600.0 | Pago: efectivo
• Fecha: 2025-03-06T00:00 | Vendedor: paquito | Total: $29800.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: dilan | Total: $13600.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: oscar | Total: $70100.0 | Pago: tarjeta
• Fecha: 2025-03-06T00:00 | Vendedor: juan | Total: $32100.0 | Pago: efectivo
• Fecha: 2025-03-05T00:00 | Vendedor: oscar | Total: $29000.0 | Pago: efectivo
• Fecha: 2025-03-05T00:00 | Vendedor: oscar | Total: $25500.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: paquito | Total: $15500.0 | Pago: efectivo
• Fecha: 2025-03-05T00:00 | Vendedor: jean | Total: $14600.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: juan | Total: $31000.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: oscar | Total: $28900.0 | Pago: efectivo
• Fecha: 2025-03-05T00:00 | Vendedor: oscar | Total: $10300.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: dilan | Total: $5200.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: jean | Total: $50300.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: juan | Total: $15000.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: oscar | Total: $14200.0 | Pago: tarjeta
• Fecha: 2025-03-05T00:00 | Vendedor: jean | Total: $36200.0 | Pago: tarjeta
• Fecha: 2025-03-04T00:00 | Vendedor: oscar | Total: $50200.0 | Pago: efectivo
• Fecha: 2025-03-04T00:00 | Vendedor: jean | Total: $15100.0 | Pago: efectivo
• Fecha: 2025-03-04T00:00 | Vendedor: jean | Total: $48500.0 | Pago: tarjeta
• Fecha: 2025-03-04T00:00 | Vendedor: paquito | Total: $64000.0 | Pago: efectivo
• Fecha: 2025-03-04T00:00 | Vendedor: oscar | Total: $12600.0 | Pago: efectivo
• Fecha: 2025-03-04T00:00 | Vendedor: jean | Total: $7500.0 | Pago: tarjeta
• Fecha: 2025-03-04T00:00 | Vendedor: jean | Total: $94000.0 | Pago: tarjeta
• Fecha: 2025-03-04T00:00 | Vendedor: juan | Total: $17300.0 | Pago: efectivo
• Fecha: 2025-03-03T00:00 | Vendedor: juan | Total: $14500.0 | Pago: tarjeta
• Fecha: 2025-03-02T00:00 | Vendedor: paquito | Total: $5200.0 | Pago: tarjeta
• Fecha: 2025-03-02T00:00 | Vendedor: juan | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: paquito | Total: $27200.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: jean | Total: $9300.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: juan | Total: $53500.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: oscar | Total: $29200.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: oscar | Total: $41400.0 | Pago: tarjeta
• Fecha: 2025-03-02T00:00 | Vendedor: dilan | Total: $31600.0 | Pago: tarjeta
• Fecha: 2025-03-02T00:00 | Vendedor: oscar | Total: $9000.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: paquito | Total: $3300.0 | Pago: efectivo
• Fecha: 2025-03-02T00:00 | Vendedor: juan | Total: $70500.0 | Pago: efectivo
• Fecha: 2025-03-01T00:00 | Vendedor: paquito | Total: $9500.0 | Pago: tarjeta
• Fecha: 2025-03-01T00:00 | Vendedor: dilan | Total: $2600.0 | Pago: tarjeta
• Fecha: 2025-03-01T00:00 | Vendedor: oscar | Total: $22600.0 | Pago: efectivo
• Fecha: 2025-03-01T00:00 | Vendedor: juan | Total: $21000.0 | Pago: efectivo
• Fecha: 2025-03-01T00:00 | Vendedor: dilan | Total: $22300.0 | Pago: tarjeta
• Fecha: 2025-03-01T00:00 | Vendedor: jean | Total: $22000.0 | Pago: efectivo
• Fecha: 2025-03-01T00:00 | Vendedor: oscar | Total: $80000.0 | Pago: tarjeta
• Fecha: 2025-03-01T00:00 | Vendedor: jean | Total: $41600.0 | Pago: efectivo
• Fecha: 2025-03-01T00:00 | Vendedor: dilan | Total: $31100.0 | Pago: efectivo
• Fecha: 2025-03-01T00:00 | Vendedor: paquito | Total: $57100.0 | Pago: tarjeta
• Fecha: 2025-03-01T00:00 | Vendedor: jean | Total: $12800.0 | Pago: tarjeta
• Fecha: 2025-03-01T00:00 | Vendedor: jean | Total: $13100.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: paquito | Total: $16500.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: jean | Total: $41500.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $25500.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $5200.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: paquito | Total: $12500.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: dilan | Total: $9100.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: oscar | Total: $14700.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: oscar | Total: $21900.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: paquito | Total: $19000.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $13500.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $20700.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: jean | Total: $19600.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $22000.0 | Pago: tarjeta
• Fecha: 2025-02-28T00:00 | Vendedor: juan | Total: $5000.0 | Pago: efectivo
• Fecha: 2025-02-28T00:00 | Vendedor: jean | Total: $13400.0 | Pago: efectivo
• Fecha: 2025-02-27T00:00 | Vendedor: juan | Total: $47800.0 | Pago: tarjeta
• Fecha: 2025-02-27T00:00 | Vendedor: jean | Total: $43400.0 | Pago: efectivo
• Fecha: 2025-02-27T00:00 | Vendedor: paquito | Total: $15100.0 | Pago: efectivo
• Fecha: 2025-02-27T00:00 | Vendedor: paquito | Total: $37800.0 | Pago: efectivo
• Fecha: 2025-02-27T00:00 | Vendedor: oscar | Total: $39300.0 | Pago: tarjeta
• Fecha: 2025-02-27T00:00 | Vendedor: paquito | Total: $56400.0 | Pago: efectivo
• Fecha: 2025-02-27T00:00 | Vendedor: paquito | Total: $37100.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: paquito | Total: $30100.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: dilan | Total: $6600.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: juan | Total: $44500.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: dilan | Total: $3100.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: juan | Total: $17700.0 | Pago: tarjeta
• Fecha: 2025-02-26T00:00 | Vendedor: oscar | Total: $12000.0 | Pago: tarjeta
• Fecha: 2025-02-26T00:00 | Vendedor: jean | Total: $21100.0 | Pago: tarjeta
• Fecha: 2025-02-26T00:00 | Vendedor: oscar | Total: $11800.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: juan | Total: $18500.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: jean | Total: $29000.0 | Pago: efectivo
• Fecha: 2025-02-26T00:00 | Vendedor: paquito | Total: $11000.0 | Pago: tarjeta
• Fecha: 2025-02-26T00:00 | Vendedor: juan | Total: $39500.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: oscar | Total: $8000.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: dilan | Total: $42400.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: dilan | Total: $17300.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: dilan | Total: $15200.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: oscar | Total: $14700.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: juan | Total: $17000.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: oscar | Total: $13800.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: juan | Total: $21900.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: dilan | Total: $38400.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: paquito | Total: $20300.0 | Pago: efectivo
• Fecha: 2025-02-25T00:00 | Vendedor: oscar | Total: $16000.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: oscar | Total: $40800.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: dilan | Total: $31500.0 | Pago: tarjeta
• Fecha: 2025-02-25T00:00 | Vendedor: oscar | Total: $29100.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: dilan | Total: $25000.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: oscar | Total: $13000.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $13000.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: oscar | Total: $37000.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: dilan | Total: $10500.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $43300.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: oscar | Total: $24800.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: dilan | Total: $2800.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: oscar | Total: $7000.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: paquito | Total: $23700.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $18700.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $14900.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: dilan | Total: $26000.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $11400.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $7000.0 | Pago: efectivo
• Fecha: 2025-02-24T00:00 | Vendedor: jean | Total: $29400.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: dilan | Total: $35000.0 | Pago: tarjeta
• Fecha: 2025-02-24T00:00 | Vendedor: oscar | Total: $22300.0 | Pago: efectivo
• Fecha: 2025-02-23T00:00 | Vendedor: jean | Total: $36200.0 | Pago: tarjeta
• Fecha: 2025-02-23T00:00 | Vendedor: paquito | Total: $45100.0 | Pago: tarjeta
• Fecha: 2025-02-23T00:00 | Vendedor: juan | Total: $51000.0 | Pago: efectivo
• Fecha: 2025-02-23T00:00 | Vendedor: paquito | Total: $8400.0 | Pago: efectivo
• Fecha: 2025-02-23T00:00 | Vendedor: juan | Total: $32100.0 | Pago: efectivo
• Fecha: 2025-02-23T00:00 | Vendedor: juan | Total: $35900.0 | Pago: efectivo
• Fecha: 2025-02-23T00:00 | Vendedor: oscar | Total: $32500.0 | Pago: efectivo
• Fecha: 2025-02-23T00:00 | Vendedor: oscar | Total: $2800.0 | Pago: tarjeta
• Fecha: 2025-02-22T00:00 | Vendedor: juan | Total: $22700.0 | Pago: tarjeta
• Fecha: 2025-02-22T00:00 | Vendedor: oscar | Total: $22200.0 | Pago: efectivo
• Fecha: 2025-02-22T00:00 | Vendedor: jean | Total: $39100.0 | Pago: tarjeta
• Fecha: 2025-02-22T00:00 | Vendedor: paquito | Total: $18100.0 | Pago: efectivo
• Fecha: 2025-02-22T00:00 | Vendedor: juan | Total: $26100.0 | Pago: efectivo
• Fecha: 2025-02-22T00:00 | Vendedor: juan | Total: $25000.0 | Pago: tarjeta
• Fecha: 2025-02-22T00:00 | Vendedor: jean | Total: $14000.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: oscar | Total: $66500.0 | Pago: efectivo
• Fecha: 2025-02-21T00:00 | Vendedor: dilan | Total: $14900.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: paquito | Total: $13500.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: oscar | Total: $8800.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: paquito | Total: $42000.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: dilan | Total: $17400.0 | Pago: efectivo
• Fecha: 2025-02-21T00:00 | Vendedor: juan | Total: $15300.0 | Pago: efectivo
• Fecha: 2025-02-21T00:00 | Vendedor: dilan | Total: $23100.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: oscar | Total: $23300.0 | Pago: efectivo
• Fecha: 2025-02-21T00:00 | Vendedor: jean | Total: $12000.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: dilan | Total: $13900.0 | Pago: efectivo
• Fecha: 2025-02-21T00:00 | Vendedor: juan | Total: $25000.0 | Pago: efectivo
• Fecha: 2025-02-21T00:00 | Vendedor: dilan | Total: $12400.0 | Pago: tarjeta
• Fecha: 2025-02-21T00:00 | Vendedor: oscar | Total: $2500.0 | Pago: efectivo
• Fecha: 2025-02-20T00:00 | Vendedor: paquito | Total: $23900.0 | Pago: efectivo
• Fecha: 2025-02-20T00:00 | Vendedor: juan | Total: $11500.0 | Pago: tarjeta
• Fecha: 2025-02-20T00:00 | Vendedor: jean | Total: $11100.0 | Pago: efectivo
• Fecha: 2025-02-20T00:00 | Vendedor: paquito | Total: $5600.0 | Pago: efectivo
• Fecha: 2025-02-20T00:00 | Vendedor: dilan | Total: $10500.0 | Pago: tarjeta
• Fecha: 2025-02-20T00:00 | Vendedor: paquito | Total: $14500.0 | Pago: efectivo
• Fecha: 2025-02-20T00:00 | Vendedor: dilan | Total: $9000.0 | Pago: efectivo
• Fecha: 2025-02-19T00:00 | Vendedor: dilan | Total: $16300.0 | Pago: tarjeta
• Fecha: 2025-02-19T00:00 | Vendedor: oscar | Total: $6600.0 | Pago: tarjeta
• Fecha: 2025-02-19T00:00 | Vendedor: paquito | Total: $28400.0 | Pago: efectivo
• Fecha: 2025-02-19T00:00 | Vendedor: oscar | Total: $12600.0 | Pago: tarjeta
• Fecha: 2025-02-19T00:00 | Vendedor: dilan | Total: $5000.0 | Pago: efectivo
• Fecha: 2025-02-19T00:00 | Vendedor: paquito | Total: $13300.0 | Pago: tarjeta
• Fecha: 2025-02-19T00:00 | Vendedor: juan | Total: $23500.0 | Pago: tarjeta
• Fecha: 2025-02-19T00:00 | Vendedor: dilan | Total: $30000.0 | Pago: tarjeta
• Fecha: 2025-02-19T00:00 | Vendedor: juan | Total: $9300.0 | Pago: efectivo
• Fecha: 2025-02-19T00:00 | Vendedor: dilan | Total: $5900.0 | Pago: efectivo
• Fecha: 2025-02-19T00:00 | Vendedor: juan | Total: $3000.0 | Pago: efectivo
• Fecha: 2025-02-18T00:00 | Vendedor: juan | Total: $33600.0 | Pago: tarjeta
• Fecha: 2025-02-18T00:00 | Vendedor: juan | Total: $18700.0 | Pago: tarjeta
• Fecha: 2025-02-18T00:00 | Vendedor: dilan | Total: $8000.0 | Pago: efectivo
• Fecha: 2025-02-18T00:00 | Vendedor: juan | Total: $6600.0 | Pago: tarjeta
• Fecha: 2025-02-18T00:00 | Vendedor: dilan | Total: $5900.0 | Pago: efectivo
• Fecha: 2025-02-18T00:00 | Vendedor: dilan | Total: $9500.0 | Pago: efectivo
• Fecha: 2025-02-18T00:00 | Vendedor: jean | Total: $17200.0 | Pago: tarjeta
• Fecha: 2025-02-18T00:00 | Vendedor: paquito | Total: $12100.0 | Pago: efectivo
• Fecha: 2025-02-18T00:00 | Vendedor: oscar | Total: $11500.0 | Pago: efectivo
• Fecha: 2025-02-17T00:00 | Vendedor: juan | Total: $9100.0 | Pago: efectivo
• Fecha: 2025-02-17T00:00 | Vendedor: oscar | Total: $9000.0 | Pago: efectivo
• Fecha: 2025-02-17T00:00 | Vendedor: paquito | Total: $7600.0 | Pago: efectivo
• Fecha: 2025-02-17T00:00 | Vendedor: jean | Total: $37600.0 | Pago: tarjeta
• Fecha: 2025-02-17T00:00 | Vendedor: jean | Total: $12100.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: dilan | Total: $11800.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: juan | Total: $17400.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: jean | Total: $19600.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: dilan | Total: $11800.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: oscar | Total: $31300.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: jean | Total: $27300.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: oscar | Total: $11000.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: oscar | Total: $20200.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: oscar | Total: $35800.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: jean | Total: $51500.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: oscar | Total: $10400.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: paquito | Total: $35300.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: oscar | Total: $33000.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: jean | Total: $13800.0 | Pago: efectivo
• Fecha: 2025-02-16T00:00 | Vendedor: paquito | Total: $18200.0 | Pago: tarjeta
• Fecha: 2025-02-16T00:00 | Vendedor: jean | Total: $55600.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: dilan | Total: $22500.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: dilan | Total: $28500.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: jean | Total: $21800.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: jean | Total: $6800.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: juan | Total: $48500.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: juan | Total: $20900.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: paquito | Total: $21000.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: paquito | Total: $31800.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: oscar | Total: $14300.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: dilan | Total: $9800.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: juan | Total: $2800.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: paquito | Total: $34100.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: dilan | Total: $11000.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: oscar | Total: $14000.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: jean | Total: $16500.0 | Pago: efectivo
• Fecha: 2025-02-15T00:00 | Vendedor: dilan | Total: $9300.0 | Pago: tarjeta
• Fecha: 2025-02-15T00:00 | Vendedor: juan | Total: $19200.0 | Pago: efectivo
• Fecha: 2025-02-14T00:00 | Vendedor: dilan | Total: $47000.0 | Pago: efectivo
• Fecha: 2025-02-14T00:00 | Vendedor: juan | Total: $18100.0 | Pago: efectivo
• Fecha: 2025-02-14T00:00 | Vendedor: dilan | Total: $22600.0 | Pago: efectivo
• Fecha: 2025-02-14T00:00 | Vendedor: paquito | Total: $2500.0 | Pago: tarjeta
